CPU Freq is 2.200144 
CMDLINE: "./nr_dlsim" "-L" "4" 
[CONFIG] get parameters from cmdline [CONFIG] debug flags: 0x00400000
Initializing random number generator, seed -5218788369805554673
[CONFIG] log_config: 2/3 parameters successfully set 
[CONFIG] log_config: 53/53 parameters successfully set 
[CONFIG] log_config: 53/53 parameters successfully set 
[CONFIG] log_config: 16/16 parameters successfully set 
[CONFIG] log_config: 16/16 parameters successfully set 
log init done
[MAC]   [MAIN] Init function start:nb_nr_macrlc_inst=1
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 83] 	 RE[re 8] => rxF_ext[6]=(0,0)	 rxF[8]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 83] 	 RE[re 9] => rxF_ext[7]=(0,0)	 rxF[9]=(0,0) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 83] 	 RE[re 10] => rxF_ext[7]=(0,0)	 rxF[10]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 83] 	 RE[re 11] => rxF_ext[8]=(0,-1)	 rxF[11]=(0,-1)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (84) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (372)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 84] 	 RE[re 0] => rxF_ext[0]=(-283,-221)	 rxF[0]=(-283,-221)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 84] 	 RE[re 1] => rxF_ext[1]=(-307,-190)	 rxF[1]=(-296,-207) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 84] 	 RE[re 2] => rxF_ext[1]=(-307,-190)	 rxF[2]=(-307,-190)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 84] 	 RE[re 3] => rxF_ext[2]=(170,-319)	 rxF[3]=(170,-319)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 84] 	 RE[re 4] => rxF_ext[3]=(-325,-154)	 rxF[4]=(-325,-154)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 84] 	 RE[re 5] => rxF_ext[4]=(-339,-117)	 rxF[5]=(-332,-136) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 84] 	 RE[re 6] => rxF_ext[4]=(-339,-117)	 rxF[6]=(-339,-117)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 84] 	 RE[re 7] => rxF_ext[5]=(-98,345)	 rxF[7]=(-98,345)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 84] 	 RE[re 8] => rxF_ext[6]=(-351,-79)	 rxF[8]=(-351,-79)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 84] 	 RE[re 9] => rxF_ext[7]=(359,39)	 rxF[9]=(57,-357) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 84] 	 RE[re 10] => rxF_ext[7]=(359,39)	 rxF[10]=(359,39)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 84] 	 RE[re 11] => rxF_ext[8]=(361,18)	 rxF[11]=(361,18)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (85) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (384)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 85] 	 RE[re 0] => rxF_ext[0]=(-1,-358)	 rxF[0]=(-1,-358)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 85] 	 RE[re 1] => rxF_ext[1]=(-39,-358)	 rxF[1]=(359,-20) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 85] 	 RE[re 2] => rxF_ext[1]=(-39,-358)	 rxF[2]=(-39,-358)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 85] 	 RE[re 3] => rxF_ext[2]=(-356,58)	 rxF[3]=(-356,58)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 85] 	 RE[re 4] => rxF_ext[3]=(-351,78)	 rxF[4]=(-351,78)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 85] 	 RE[re 5] => rxF_ext[4]=(116,340)	 rxF[5]=(-98,-346) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 85] 	 RE[re 6] => rxF_ext[4]=(116,340)	 rxF[6]=(116,340)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 85] 	 RE[re 7] => rxF_ext[5]=(-137,-334)	 rxF[7]=(-137,-334)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 85] 	 RE[re 8] => rxF_ext[6]=(152,325)	 rxF[8]=(152,325)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 85] 	 RE[re 9] => rxF_ext[7]=(-191,-308)	 rxF[9]=(-173,-315) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 85] 	 RE[re 10] => rxF_ext[7]=(-191,-308)	 rxF[10]=(-191,-308)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 85] 	 RE[re 11] => rxF_ext[8]=(296,-207)	 rxF[11]=(296,-207)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (86) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (396)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 86] 	 RE[re 0] => rxF_ext[0]=(-224,-282)	 rxF[0]=(-224,-282)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 86] 	 RE[re 1] => rxF_ext[1]=(-251,-257)	 rxF[1]=(-239,-273) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 86] 	 RE[re 2] => rxF_ext[1]=(-251,-257)	 rxF[2]=(-251,-257)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 86] 	 RE[re 3] => rxF_ext[2]=(-265,-243)	 rxF[3]=(-265,-243)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 86] 	 RE[re 4] => rxF_ext[3]=(277,226)	 rxF[4]=(277,226)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 86] 	 RE[re 5] => rxF_ext[4]=(197,-303)	 rxF[5]=(291,213) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 86] 	 RE[re 6] => rxF_ext[4]=(197,-303)	 rxF[6]=(197,-303)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 86] 	 RE[re 7] => rxF_ext[5]=(-179,311)	 rxF[7]=(-179,311)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 86] 	 RE[re 8] => rxF_ext[6]=(-162,321)	 rxF[8]=(-162,321)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 86] 	 RE[re 9] => rxF_ext[7]=(-127,337)	 rxF[9]=(331,144) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 86] 	 RE[re 10] => rxF_ext[7]=(-127,337)	 rxF[10]=(-127,337)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 86] 	 RE[re 11] => rxF_ext[8]=(344,105)	 rxF[11]=(344,105)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (87) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (408)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 87] 	 RE[re 0] => rxF_ext[0]=(-346,-86)	 rxF[0]=(-346,-86)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 87] 	 RE[re 1] => rxF_ext[1]=(-356,-48)	 rxF[1]=(-354,-69) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 87] 	 RE[re 2] => rxF_ext[1]=(-356,-48)	 rxF[2]=(-356,-48)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 87] 	 RE[re 3] => rxF_ext[2]=(359,28)	 rxF[3]=(359,28)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 87] 	 RE[re 4] => rxF_ext[3]=(8,-360)	 rxF[4]=(8,-360)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 87] 	 RE[re 5] => rxF_ext[4]=(-30,-361)	 rxF[5]=(12,360) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 87] 	 RE[re 6] => rxF_ext[4]=(-30,-361)	 rxF[6]=(-30,-361)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 87] 	 RE[re 7] => rxF_ext[5]=(52,357)	 rxF[7]=(52,357)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 87] 	 RE[re 8] => rxF_ext[6]=(352,-70)	 rxF[8]=(352,-70)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 87] 	 RE[re 9] => rxF_ext[7]=(-344,109)	 rxF[9]=(-349,88) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 87] 	 RE[re 10] => rxF_ext[7]=(-344,109)	 rxF[10]=(-344,109)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 87] 	 RE[re 11] => rxF_ext[8]=(-129,-338)	 rxF[11]=(-129,-338)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (88) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (420)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 88] 	 RE[re 0] => rxF_ext[0]=(-329,147)	 rxF[0]=(-329,147)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 88] 	 RE[re 1] => rxF_ext[1]=(181,313)	 rxF[1]=(320,-165) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 88] 	 RE[re 2] => rxF_ext[1]=(181,313)	 rxF[2]=(181,313)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 88] 	 RE[re 3] => rxF_ext[2]=(-200,-301)	 rxF[3]=(-200,-301)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 88] 	 RE[re 4] => rxF_ext[3]=(214,289)	 rxF[4]=(214,289)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 88] 	 RE[re 5] => rxF_ext[4]=(-245,-263)	 rxF[5]=(-276,231) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 88] 	 RE[re 6] => rxF_ext[4]=(-245,-263)	 rxF[6]=(-245,-263)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 88] 	 RE[re 7] => rxF_ext[5]=(-259,-250)	 rxF[7]=(-259,-250)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 88] 	 RE[re 8] => rxF_ext[6]=(-234,274)	 rxF[8]=(-234,274)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 88] 	 RE[re 9] => rxF_ext[7]=(202,-296)	 rxF[9]=(286,219) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 88] 	 RE[re 10] => rxF_ext[7]=(202,-296)	 rxF[10]=(202,-296)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 88] 	 RE[re 11] => rxF_ext[8]=(188,-308)	 rxF[11]=(188,-308)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (89) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (432)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 89] 	 RE[re 0] => rxF_ext[0]=(169,-316)	 rxF[0]=(169,-316)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 89] 	 RE[re 1] => rxF_ext[1]=(335,134)	 rxF[1]=(152,-326) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 89] 	 RE[re 2] => rxF_ext[1]=(335,134)	 rxF[2]=(335,134)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 89] 	 RE[re 3] => rxF_ext[2]=(-114,341)	 rxF[3]=(-114,341)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 89] 	 RE[re 4] => rxF_ext[3]=(96,-346)	 rxF[4]=(96,-346)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 89] 	 RE[re 5] => rxF_ext[4]=(-57,356)	 rxF[5]=(-76,352) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 89] 	 RE[re 6] => rxF_ext[4]=(-57,356)	 rxF[6]=(-57,356)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 89] 	 RE[re 7] => rxF_ext[5]=(-357,-37)	 rxF[7]=(-357,-37)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 89] 	 RE[re 8] => rxF_ext[6]=(359,16)	 rxF[8]=(359,16)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 89] 	 RE[re 9] => rxF_ext[7]=(23,359)	 rxF[9]=(3,360) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 89] 	 RE[re 10] => rxF_ext[7]=(23,359)	 rxF[10]=(23,359)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 89] 	 RE[re 11] => rxF_ext[8]=(-41,-356)	 rxF[11]=(-41,-356)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (90) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (444)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 90] 	 RE[re 0] => rxF_ext[0]=(-355,61)	 rxF[0]=(-355,61)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 90] 	 RE[re 1] => rxF_ext[1]=(-22934,-20880)	 rxF[1]=(-81,-351) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 90] 	 RE[re 2] => rxF_ext[1]=(-99,-348)	 rxF[2]=(-99,-348)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 90] 	 RE[re 3] => rxF_ext[2]=(120,339)	 rxF[3]=(120,339)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 90] 	 RE[re 4] => rxF_ext[3]=(-136,-332)	 rxF[4]=(-136,-332)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 90] 	 RE[re 5] => rxF_ext[4]=(-3472,-21085)	 rxF[5]=(157,324) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 90] 	 RE[re 6] => rxF_ext[4]=(-315,173)	 rxF[6]=(-315,173)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 90] 	 RE[re 7] => rxF_ext[5]=(-191,-306)	 rxF[7]=(-191,-306)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 90] 	 RE[re 8] => rxF_ext[6]=(208,294)	 rxF[8]=(208,294)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 90] 	 RE[re 9] => rxF_ext[7]=(32766,0)	 rxF[9]=(224,282) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 90] 	 RE[re 10] => rxF_ext[7]=(270,-238)	 rxF[10]=(270,-238)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 90] 	 RE[re 11] => rxF_ext[8]=(-255,254)	 rxF[11]=(-255,254)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (91) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (456)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 91] 	 RE[re 0] => rxF_ext[0]=(241,-266)	 rxF[0]=(241,-266)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 91] 	 RE[re 1] => rxF_ext[1]=(-3088,-21085)	 rxF[1]=(-225,279) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 91] 	 RE[re 2] => rxF_ext[1]=(-211,291)	 rxF[2]=(-211,291)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 91] 	 RE[re 3] => rxF_ext[2]=(195,-304)	 rxF[3]=(195,-304)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 91] 	 RE[re 4] => rxF_ext[3]=(314,176)	 rxF[4]=(314,176)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 91] 	 RE[re 5] => rxF_ext[4]=(0,0)	 rxF[5]=(-160,323) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 91] 	 RE[re 6] => rxF_ext[4]=(-329,-141)	 rxF[6]=(-329,-141)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 91] 	 RE[re 7] => rxF_ext[5]=(124,-339)	 rxF[7]=(124,-339)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 91] 	 RE[re 8] => rxF_ext[6]=(-343,-105)	 rxF[8]=(-343,-105)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 91] 	 RE[re 9] => rxF_ext[7]=(-20736,-10748)	 rxF[9]=(-86,349) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 91] 	 RE[re 10] => rxF_ext[7]=(66,-355)	 rxF[10]=(66,-355)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 91] 	 RE[re 11] => rxF_ext[8]=(-356,-48)	 rxF[11]=(-356,-48)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (92) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (468)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 92] 	 RE[re 0] => rxF_ext[0]=(-26,359)	 rxF[0]=(-26,359)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 92] 	 RE[re 1] => rxF_ext[1]=(32766,0)	 rxF[1]=(-359,-8) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 92] 	 RE[re 2] => rxF_ext[1]=(14,359)	 rxF[2]=(14,359)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 92] 	 RE[re 3] => rxF_ext[2]=(359,-34)	 rxF[3]=(359,-34)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 92] 	 RE[re 4] => rxF_ext[3]=(53,354)	 rxF[4]=(53,354)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 92] 	 RE[re 5] => rxF_ext[4]=(16292,0)	 rxF[5]=(-351,73) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 92] 	 RE[re 6] => rxF_ext[4]=(-348,90)	 rxF[6]=(-348,90)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 92] 	 RE[re 7] => rxF_ext[5]=(-343,110)	 rxF[7]=(-343,110)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 92] 	 RE[re 8] => rxF_ext[6]=(337,-130)	 rxF[8]=(337,-130)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 92] 	 RE[re 9] => rxF_ext[7]=(21988,0)	 rxF[9]=(328,-150) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 92] 	 RE[re 10] => rxF_ext[7]=(167,320)	 rxF[10]=(167,320)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 92] 	 RE[re 11] => rxF_ext[8]=(-308,181)	 rxF[11]=(-308,181)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (93) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (480)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 93] 	 RE[re 0] => rxF_ext[0]=(300,-201)	 rxF[0]=(300,-201)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 93] 	 RE[re 1] => rxF_ext[1]=(16400,30311)	 rxF[1]=(289,-219) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 93] 	 RE[re 2] => rxF_ext[1]=(-232,-276)	 rxF[2]=(-232,-276)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 93] 	 RE[re 3] => rxF_ext[2]=(-248,-264)	 rxF[3]=(-248,-264)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 93] 	 RE[re 4] => rxF_ext[3]=(260,246)	 rxF[4]=(260,246)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 93] 	 RE[re 5] => rxF_ext[4]=(32766,0)	 rxF[5]=(233,-274) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 93] 	 RE[re 6] => rxF_ext[4]=(287,218)	 rxF[6]=(287,218)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 93] 	 RE[re 7] => rxF_ext[5]=(-298,-203)	 rxF[7]=(-298,-203)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 93] 	 RE[re 8] => rxF_ext[6]=(307,185)	 rxF[8]=(307,185)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 93] 	 RE[re 9] => rxF_ext[7]=(-32767,-1107)	 rxF[9]=(-168,315) 		 <==> DM-RS PDCCH, this is a pilot symbol
